date,price,currency
1335-01-01,1.07,GBP
1336-01-01,1.07,GBP
1337-01-01,1.07,GBP
1338-01-01,1.07,GBP
1339-01-01,1.07,GBP
1340-01-01,1.07,GBP
1341-01-01,1.07,GBP
1342-01-01,1.07,GBP
1343-01-01,1.33,GBP
1344-01-01,1.17,GBP
1345-01-01,1.17,GBP
1346-01-01,1.24,GBP
1347-01-01,1.24,GBP
1348-01-01,1.24,GBP
1349-01-01,1.25,GBP
1350-01-01,1.25,GBP
1351-01-01,1.34,GBP
1352-01-01,1.34,GBP
1353-01-01,1.34,GBP
1354-01-01,1.34,GBP
1355-01-01,1.34,GBP
1356-01-01,1.34,GBP
1357-01-01,1.34,GBP
1358-01-01,1.34,GBP
1359-01-01,1.34,GBP
1360-01-01,1.34,GBP
1361-01-01,1.34,GBP
1362-01-01,1.34,GBP
1363-01-01,1.34,GBP
1364-01-01,1.34,GBP
1365-01-01,1.34,GBP
1366-01-01,1.34,GBP
1367-01-01,1.34,GBP
1368-01-01,1.34,GBP
1369-01-01,1.34,GBP
1370-01-01,1.34,GBP
1371-01-01,1.34,GBP
1372-01-01,1.34,GBP
1373-01-01,1.34,GBP
1374-01-01,1.34,GBP
1375-01-01,1.34,GBP
1376-01-01,1.34,GBP
1377-01-01,1.34,GBP
1378-01-01,1.34,GBP
1379-01-01,1.34,GBP
1380-01-01,1.34,GBP
1381-01-01,1.34,GBP
1382-01-01,1.34,GBP
1383-01-01,1.34,GBP
1384-01-01,1.34,GBP
1385-01-01,1.34,GBP
1386-01-01,1.34,GBP
1387-01-01,1.34,GBP
1388-01-01,1.34,GBP
1389-01-01,1.34,GBP
1390-01-01,1.34,GBP
1391-01-01,1.34,GBP
1392-01-01,1.34,GBP
1393-01-01,1.34,GBP
1394-01-01,1.34,GBP
1395-01-01,1.34,GBP
1396-01-01,1.34,GBP
1397-01-01,1.34,GBP
1398-01-01,1.34,GBP
1399-01-01,1.34,GBP
1400-01-01,1.34,GBP
1401-01-01,1.34,GBP
1402-01-01,1.34,GBP
1403-01-01,1.34,GBP
1404-01-01,1.34,GBP
1405-01-01,1.34,GBP
1406-01-01,1.34,GBP
1407-01-01,1.34,GBP
1408-01-01,1.34,GBP
1409-01-01,1.43,GBP
1410-01-01,1.43,GBP
1411-01-01,1.43,GBP
1412-01-01,1.49,GBP
1413-01-01,1.49,GBP
1414-01-01,1.49,GBP
1415-01-01,1.49,GBP
1416-01-01,1.49,GBP
1417-01-01,1.49,GBP
1418-01-01,1.49,GBP
1419-01-01,1.49,GBP
1420-01-01,1.49,GBP
1421-01-01,1.49,GBP
1422-01-01,1.49,GBP
1423-01-01,1.49,GBP
1424-01-01,1.49,GBP
1425-01-01,1.49,GBP
1426-01-01,1.49,GBP
1427-01-01,1.49,GBP
1428-01-01,1.49,GBP
1429-01-01,1.49,GBP
1430-01-01,1.49,GBP
1431-01-01,1.49,GBP
1432-01-01,1.49,GBP
1433-01-01,1.49,GBP
1434-01-01,1.49,GBP
1435-01-01,1.49,GBP
1436-01-01,1.49,GBP
1437-01-01,1.49,GBP
1438-01-01,1.49,GBP
1439-01-01,1.49,GBP
1440-01-01,1.49,GBP
1441-01-01,1.49,GBP
1442-01-01,1.49,GBP
1443-01-01,1.49,GBP
1444-01-01,1.49,GBP
1445-01-01,1.49,GBP
1446-01-01,1.49,GBP
1447-01-01,1.49,GBP
1448-01-01,1.49,GBP
1449-01-01,1.49,GBP
1450-01-01,1.49,GBP
1451-01-01,1.49,GBP
1452-01-01,1.49,GBP
1453-01-01,1.49,GBP
1454-01-01,1.49,GBP
1455-01-01,1.49,GBP
1456-01-01,1.49,GBP
1457-01-01,1.49,GBP
1458-01-01,1.49,GBP
1459-01-01,1.49,GBP
1460-01-01,1.49,GBP
1461-01-01,1.49,GBP
1462-01-01,1.49,GBP
1463-01-01,1.49,GBP
1464-01-01,1.86,GBP
1465-01-01,2.01,GBP
1466-01-01,2.01,GBP
1467-01-01,2.01,GBP
1468-01-01,2.01,GBP
1469-01-01,2.01,GBP
1470-01-01,2.01,GBP
1471-01-01,2.01,GBP
1472-01-01,2.01,GBP
1473-01-01,2.01,GBP
1474-01-01,2.01,GBP
1475-01-01,2.01,GBP
1476-01-01,2.01,GBP
1477-01-01,2.01,GBP
1478-01-01,2.01,GBP
1479-01-01,2.01,GBP
1480-01-01,2.01,GBP
1481-01-01,2.01,GBP
1482-01-01,2.01,GBP
1483-01-01,2.01,GBP
1484-01-01,2.01,GBP
1485-01-01,2.01,GBP
1486-01-01,2.01,GBP
1487-01-01,2.01,GBP
1488-01-01,2.01,GBP
1489-01-01,2.01,GBP
1490-01-01,2.01,GBP
1491-01-01,2.01,GBP
1492-01-01,2.01,GBP
1493-01-01,2.01,GBP
1494-01-01,2.01,GBP
1495-01-01,2.01,GBP
1496-01-01,2.01,GBP
1497-01-01,2.01,GBP
1498-01-01,2.01,GBP
1499-01-01,2.01,GBP
1500-01-01,2.01,GBP
1501-01-01,2.01,GBP
1502-01-01,2.01,GBP
1503-01-01,2.01,GBP
1504-01-01,2.01,GBP
1505-01-01,2.01,GBP
1506-01-01,2.01,GBP
1507-01-01,2.01,GBP
1508-01-01,2.01,GBP
1509-01-01,2.01,GBP
1510-01-01,2.01,GBP
1511-01-01,2.01,GBP
1512-01-01,2.01,GBP
1513-01-01,2.01,GBP
1514-01-01,2.01,GBP
1515-01-01,2.01,GBP
1516-01-01,2.01,GBP
1517-01-01,2.01,GBP
1518-01-01,2.01,GBP
1519-01-01,2.01,GBP
1520-01-01,2.01,GBP
1521-01-01,2.01,GBP
1522-01-01,2.01,GBP
1523-01-01,2.01,GBP
1524-01-01,2.01,GBP
1525-01-01,2.01,GBP
1526-01-01,2.26,GBP
1527-01-01,2.26,GBP
1528-01-01,2.26,GBP
1529-01-01,2.26,GBP
1530-01-01,2.26,GBP
1531-01-01,2.26,GBP
1532-01-01,2.26,GBP
1533-01-01,2.28,GBP
1534-01-01,2.28,GBP
1535-01-01,2.28,GBP
1536-01-01,2.28,GBP
1537-01-01,2.28,GBP
1538-01-01,2.28,GBP
1539-01-01,2.28,GBP
1540-01-01,2.28,GBP
1541-01-01,2.28,GBP
1542-01-01,2.28,GBP
1543-01-01,2.28,GBP
1544-01-01,2.5,GBP
1545-01-01,2.73,GBP
1546-01-01,3.0,GBP
1547-01-01,3.0,GBP
1548-01-01,3.0,GBP
1549-01-01,3.09,GBP
1550-01-01,3.09,GBP
1551-01-01,3.02,GBP
1552-01-01,3.02,GBP
1553-01-01,3.02,GBP
1554-01-01,3.02,GBP
1555-01-01,3.02,GBP
1556-01-01,3.02,GBP
1557-01-01,3.02,GBP
1558-01-01,3.02,GBP
1559-01-01,3.02,GBP
1560-01-01,3.02,GBP
1561-01-01,3.02,GBP
1562-01-01,3.02,GBP
1563-01-01,3.02,GBP
1564-01-01,3.02,GBP
1565-01-01,3.02,GBP
1566-01-01,3.02,GBP
1567-01-01,3.02,GBP
1568-01-01,3.02,GBP
1569-01-01,3.02,GBP
1570-01-01,3.02,GBP
1571-01-01,3.02,GBP
1572-01-01,3.02,GBP
1573-01-01,3.02,GBP
1574-01-01,3.02,GBP
1575-01-01,3.02,GBP
1576-01-01,3.02,GBP
1577-01-01,3.02,GBP
1578-01-01,3.03,GBP
1579-01-01,3.03,GBP
1580-01-01,3.03,GBP
1581-01-01,3.03,GBP
1582-01-01,3.03,GBP
1583-01-01,3.02,GBP
1584-01-01,3.02,GBP
1585-01-01,3.02,GBP
1586-01-01,3.02,GBP
1587-01-01,3.02,GBP
1588-01-01,3.02,GBP
1589-01-01,3.02,GBP
1590-01-01,3.02,GBP
1591-01-01,3.02,GBP
1592-01-01,3.02,GBP
1593-01-01,3.0,GBP
1594-01-01,3.0,GBP
1595-01-01,3.0,GBP
1596-01-01,3.0,GBP
1597-01-01,3.0,GBP
1598-01-01,3.0,GBP
1599-01-01,3.0,GBP
1600-01-01,3.0,GBP
1601-01-01,3.05,GBP
1602-01-01,3.05,GBP
1603-01-01,3.05,GBP
1604-01-01,3.38,GBP
1605-01-01,3.38,GBP
1606-01-01,3.38,GBP
1607-01-01,3.38,GBP
1608-01-01,3.38,GBP
1609-01-01,3.38,GBP
1610-01-01,3.38,GBP
1611-01-01,3.72,GBP
1612-01-01,3.72,GBP
1613-01-01,3.72,GBP
1614-01-01,3.72,GBP
1615-01-01,3.72,GBP
1616-01-01,3.72,GBP
1617-01-01,3.72,GBP
1618-01-01,3.72,GBP
1619-01-01,3.73,GBP
1620-01-01,3.73,GBP
1621-01-01,3.73,GBP
1622-01-01,3.73,GBP
1623-01-01,3.73,GBP
1624-01-01,3.73,GBP
1625-01-01,3.73,GBP
1626-01-01,3.73,GBP
1627-01-01,3.73,GBP
1628-01-01,3.73,GBP
1629-01-01,3.73,GBP
1630-01-01,3.73,GBP
1631-01-01,3.73,GBP
1632-01-01,3.73,GBP
1633-01-01,3.73,GBP
1634-01-01,3.73,GBP
1635-01-01,3.73,GBP
1636-01-01,3.73,GBP
1637-01-01,3.73,GBP
1638-01-01,3.73,GBP
1639-01-01,3.73,GBP
1640-01-01,3.73,GBP
1641-01-01,3.73,GBP
1642-01-01,3.73,GBP
1643-01-01,3.73,GBP
1644-01-01,3.73,GBP
1645-01-01,3.73,GBP
1646-01-01,3.73,GBP
1647-01-01,3.73,GBP
1648-01-01,3.73,GBP
1649-01-01,3.73,GBP
1650-01-01,3.73,GBP
1651-01-01,3.73,GBP
1652-01-01,3.73,GBP
1653-01-01,3.73,GBP
1654-01-01,3.73,GBP
1655-01-01,3.73,GBP
1656-01-01,3.73,GBP
1657-01-01,3.73,GBP
1658-01-01,3.73,GBP
1659-01-01,3.73,GBP
1660-01-01,3.73,GBP
1661-01-01,3.98,GBP
1662-01-01,3.98,GBP
1663-01-01,4.05,GBP
1664-01-01,4.05,GBP
1665-01-01,4.05,GBP
1666-01-01,4.05,GBP
1667-01-01,4.05,GBP
1668-01-01,4.05,GBP
1669-01-01,4.05,GBP
1670-01-01,4.05,GBP
1671-01-01,4.05,GBP
1672-01-01,4.05,GBP
1673-01-01,4.05,GBP
1674-01-01,4.05,GBP
1675-01-01,4.05,GBP
1676-01-01,4.05,GBP
1677-01-01,4.05,GBP
1678-01-01,4.05,GBP
1679-01-01,4.05,GBP
1680-01-01,4.05,GBP
1681-01-01,4.05,GBP
1682-01-01,4.05,GBP
1683-01-01,4.05,GBP
1684-01-01,4.05,GBP
1685-01-01,4.05,GBP
1686-01-01,4.05,GBP
1687-01-01,4.05,GBP
1688-01-01,4.05,GBP
1689-01-01,4.05,GBP
1690-01-01,4.05,GBP
1691-01-01,4.05,GBP
1692-01-01,4.05,GBP
1693-01-01,4.05,GBP
1694-01-01,4.05,GBP
1695-01-01,4.05,GBP
1696-01-01,4.45,GBP
1697-01-01,4.45,GBP
1698-01-01,4.45,GBP
1699-01-01,4.35,GBP
1700-01-01,4.35,GBP
1701-01-01,4.35,GBP
1702-01-01,4.35,GBP
1703-01-01,4.35,GBP
1704-01-01,4.35,GBP
1705-01-01,4.35,GBP
1706-01-01,4.35,GBP
1707-01-01,4.35,GBP
1708-01-01,4.35,GBP
1709-01-01,4.35,GBP
1710-01-01,4.35,GBP
1711-01-01,4.35,GBP
1712-01-01,4.35,GBP
1713-01-01,4.35,GBP
1714-01-01,4.35,GBP
1715-01-01,4.35,GBP
1716-01-01,4.35,GBP
1717-01-01,4.25,GBP
1718-01-01,4.31,GBP
1719-01-01,4.26,GBP
1720-01-01,4.31,GBP
1721-01-01,4.26,GBP
1722-01-01,4.25,GBP
1723-01-01,4.26,GBP
1724-01-01,4.25,GBP
1725-01-01,4.25,GBP
1726-01-01,4.25,GBP
1727-01-01,4.25,GBP
1728-01-01,4.28,GBP
1729-01-01,4.3,GBP
1730-01-01,4.29,GBP
1731-01-01,4.26,GBP
1732-01-01,4.26,GBP
1733-01-01,4.27,GBP
1734-01-01,4.26,GBP
1735-01-01,4.28,GBP
1736-01-01,4.26,GBP
1737-01-01,4.26,GBP
1738-01-01,4.26,GBP
1739-01-01,4.25,GBP
1740-01-01,4.25,GBP
1741-01-01,4.27,GBP
1742-01-01,4.28,GBP
1743-01-01,4.3,GBP
1744-01-01,4.31,GBP
1745-01-01,4.29,GBP
1746-01-01,4.25,GBP
1747-01-01,4.28,GBP
1748-01-01,4.26,GBP
1749-01-01,4.25,GBP
1750-01-01,4.26,GBP
1751-01-01,4.25,GBP
1752-01-01,4.26,GBP
1753-01-01,4.27,GBP
1754-01-01,4.25,GBP
1755-01-01,4.25,GBP
1756-01-01,4.25,GBP
1757-01-01,4.25,GBP
1758-01-01,4.3,GBP
1759-01-01,4.33,GBP
1760-01-01,4.3,GBP
1761-01-01,4.35,GBP
1762-01-01,4.32,GBP
1763-01-01,4.37,GBP
1764-01-01,4.26,GBP
1765-01-01,4.26,GBP
1766-01-01,4.31,GBP
1767-01-01,4.34,GBP
1768-01-01,4.32,GBP
1769-01-01,4.38,GBP
1770-01-01,4.37,GBP
1771-01-01,4.35,GBP
1772-01-01,4.35,GBP
1773-01-01,4.25,GBP
1774-01-01,4.24,GBP
1775-01-01,4.23,GBP
1776-01-01,4.23,GBP
1777-01-01,4.23,GBP
1778-01-01,4.23,GBP
1779-01-01,4.23,GBP
1780-01-01,4.23,GBP
1781-01-01,4.23,GBP
1782-01-01,4.23,GBP
1783-01-01,4.25,GBP
1784-01-01,4.25,GBP
1785-01-01,4.24,GBP
1786-01-01,4.23,GBP
1787-01-01,4.23,GBP
1788-01-01,4.23,GBP
1789-01-01,4.23,GBP
1790-01-01,4.23,GBP
1791-01-01,4.23,GBP
1792-01-01,4.23,GBP
1793-01-01,4.23,GBP
1794-01-01,4.23,GBP
1795-01-01,4.23,GBP
1796-01-01,4.23,GBP
1797-01-01,4.23,GBP
1798-01-01,4.25,GBP
1799-01-01,4.24,GBP
1800-01-01,4.26,GBP
1801-01-01,4.29,GBP
1802-01-01,4.31,GBP
1803-01-01,4.34,GBP
1804-01-01,4.36,GBP
1805-01-01,4.36,GBP
1806-01-01,4.42,GBP
1807-01-01,4.47,GBP
1808-01-01,4.52,GBP
1809-01-01,4.58,GBP
1810-01-01,4.63,GBP
1811-01-01,5.19,GBP
1812-01-01,5.48,GBP
1813-01-01,5.76,GBP
1814-01-01,5.21,GBP
1815-01-01,4.99,GBP
1816-01-01,4.36,GBP
1817-01-01,4.33,GBP
1818-01-01,4.44,GBP
1819-01-01,4.36,GBP
1820-01-01,4.25,GBP
1821-01-01,4.25,GBP
1822-01-01,4.24,GBP
1823-01-01,4.23,GBP
1824-01-01,4.23,GBP
1825-01-01,4.24,GBP
1826-01-01,4.23,GBP
1827-01-01,4.23,GBP
1828-01-01,4.23,GBP
1829-01-01,4.24,GBP
1830-01-01,4.24,GBP
1831-01-01,4.25,GBP
1832-01-01,4.24,GBP
1833-01-01,4.24,GBP
1834-01-01,4.24,GBP
1835-01-01,4.24,GBP
1836-01-01,4.24,GBP
1837-01-01,4.24,GBP
1838-01-01,4.24,GBP
1839-01-01,4.25,GBP
1840-01-01,4.24,GBP
1841-01-01,4.24,GBP
1842-01-01,4.24,GBP
1843-01-01,4.24,GBP
1844-01-01,4.24,GBP
1845-01-01,4.24,GBP
1846-01-01,4.24,GBP
1847-01-01,4.24,GBP
1848-01-01,4.24,GBP
1849-01-01,4.24,GBP
1850-01-01,4.24,GBP
1851-01-01,4.24,GBP
1852-01-01,4.24,GBP
1853-01-01,4.24,GBP
1854-01-01,4.24,GBP
1855-01-01,4.24,GBP
1856-01-01,4.24,GBP
1857-01-01,4.24,GBP
1858-01-01,4.24,GBP
1859-01-01,4.24,GBP
1860-01-01,4.24,GBP
1861-01-01,4.24,GBP
1862-01-01,4.24,GBP
1863-01-01,4.24,GBP
1864-01-01,4.24,GBP
1865-01-01,4.24,GBP
1866-01-01,4.24,GBP
1867-01-01,4.24,GBP
1868-01-01,4.24,GBP
1869-01-01,4.24,GBP
1870-01-01,4.24,GBP
1871-01-01,4.24,GBP
1872-01-01,4.24,GBP
1873-01-01,4.24,GBP
1874-01-01,4.24,GBP
1875-01-01,4.24,GBP
1876-01-01,4.24,GBP
1877-01-01,4.24,GBP
1878-01-01,4.24,GBP
1879-01-01,4.24,GBP
1880-01-01,4.24,GBP
1881-01-01,4.24,GBP
1882-01-01,4.24,GBP
1883-01-01,4.24,GBP
1884-01-01,4.24,GBP
1885-01-01,4.24,GBP
1886-01-01,4.24,GBP
1887-01-01,4.24,GBP
1888-01-01,4.24,GBP
1889-01-01,4.24,GBP
1890-01-01,4.24,GBP
1891-01-01,4.25,GBP
1892-01-01,4.25,GBP
1893-01-01,4.25,GBP
1894-01-01,4.24,GBP
1895-01-01,4.24,GBP
1896-01-01,4.25,GBP
1897-01-01,4.25,GBP
1898-01-01,4.25,GBP
1899-01-01,4.24,GBP
1900-01-01,4.25,GBP
1901-01-01,4.25,GBP
1902-01-01,4.24,GBP
1903-01-01,4.25,GBP
1904-01-01,4.25,GBP
1905-01-01,4.24,GBP
1906-01-01,4.25,GBP
1907-01-01,4.25,GBP
1908-01-01,4.25,GBP
1909-01-01,4.24,GBP
1910-01-01,4.24,GBP
1911-01-01,4.24,GBP
1912-01-01,4.24,GBP
1913-01-01,4.24,GBP
1914-01-01,4.24,GBP
1915-01-01,4.24,GBP
1916-01-01,4.24,GBP
1917-01-01,4.24,GBP
1918-01-01,4.24,GBP
1919-01-01,4.5,GBP
1920-01-01,5.65,GBP
1921-01-01,5.35,GBP
1922-01-01,4.67,GBP
1923-01-01,4.51,GBP
1924-01-01,4.69,GBP
1925-01-01,4.27,GBP
1926-01-01,4.25,GBP
1927-01-01,4.25,GBP
1928-01-01,4.25,GBP
1929-01-01,4.25,GBP
1930-01-01,4.25,GBP
1931-01-01,4.63,GBP
1932-01-01,5.9,GBP
1933-01-01,6.24,GBP
1934-01-01,6.88,GBP
1935-01-01,7.11,GBP
1936-01-01,7.01,GBP
1937-01-01,7.04,GBP
1938-01-01,7.13,GBP
1939-01-01,7.72,GBP
1940-01-01,8.4,GBP
1941-01-01,8.4,GBP
1942-01-01,8.4,GBP
1943-01-01,8.4,GBP
1944-01-01,8.4,GBP
1945-01-01,8.4,GBP
1946-01-01,8.4,GBP
1947-01-01,8.4,GBP
1948-01-01,8.4,GBP
1949-01-01,8.4,GBP
1950-01-01,34.71,USD
1951-01-01,34.71,USD
1952-01-01,34.71,USD
1953-01-01,34.71,USD
1954-01-01,34.96,USD
1955-01-01,35.01,USD
1956-01-01,35.0,USD
1957-01-01,34.95,USD
1958-01-01,35.1,USD
1959-01-01,35.09,USD
1960-01-01,35.27,USD
1960-02-01,35.27,USD
1960-03-01,35.27,USD
1960-04-01,35.27,USD
1960-05-01,35.27,USD
1960-06-01,35.27,USD
1960-07-01,35.27,USD
1960-08-01,35.27,USD
1960-09-01,35.27,USD
1960-10-01,35.27,USD
1960-11-01,35.27,USD
1960-12-01,35.27,USD
1961-01-01,35.25,USD
1961-02-01,35.25,USD
1961-03-01,35.25,USD
1961-04-01,35.25,USD
1961-05-01,35.25,USD
1961-06-01,35.25,USD
1961-07-01,35.25,USD
1961-08-01,35.25,USD
1961-09-01,35.25,USD
1961-10-01,35.25,USD
1961-11-01,35.25,USD
1961-12-01,35.25,USD
1962-01-01,35.23,USD
1962-02-01,35.23,USD
1962-03-01,35.23,USD
1962-04-01,35.23,USD
1962-05-01,35.23,USD
1962-06-01,35.23,USD
1962-07-01,35.23,USD
1962-08-01,35.23,USD
1962-09-01,35.23,USD
1962-10-01,35.23,USD
1962-11-01,35.23,USD
1962-12-01,35.23,USD
1963-01-01,35.09,USD
1963-02-01,35.09,USD
1963-03-01,35.09,USD
1963-04-01,35.09,USD
1963-05-01,35.09,USD
1963-06-01,35.09,USD
1963-07-01,35.09,USD
1963-08-01,35.09,USD
1963-09-01,35.09,USD
1963-10-01,35.09,USD
1963-11-01,35.09,USD
1963-12-01,35.09,USD
1964-01-01,35.1,USD
1964-02-01,35.1,USD
1964-03-01,35.1,USD
1964-04-01,35.1,USD
1964-05-01,35.1,USD
1964-06-01,35.1,USD
1964-07-01,35.1,USD
1964-08-01,35.1,USD
1964-09-01,35.1,USD
1964-10-01,35.1,USD
1964-11-01,35.1,USD
1964-12-01,35.1,USD
1965-01-01,35.12,USD
1965-02-01,35.12,USD
1965-03-01,35.12,USD
1965-04-01,35.12,USD
1965-05-01,35.12,USD
1965-06-01,35.12,USD
1965-07-01,35.12,USD
1965-08-01,35.12,USD
1965-09-01,35.12,USD
1965-10-01,35.12,USD
1965-11-01,35.12,USD
1965-12-01,35.12,USD
1966-01-01,35.13,USD
1966-02-01,35.13,USD
1966-03-01,35.13,USD
1966-04-01,35.13,USD
1966-05-01,35.13,USD
1966-06-01,35.13,USD
1966-07-01,35.13,USD
1966-08-01,35.13,USD
1966-09-01,35.13,USD
1966-10-01,35.13,USD
1966-11-01,35.13,USD
1966-12-01,35.13,USD
1967-01-01,34.95,USD
1967-02-01,34.95,USD
1967-03-01,34.95,USD
1967-04-01,34.95,USD
1967-05-01,34.95,USD
1967-06-01,34.95,USD
1967-07-01,34.95,USD
1967-08-01,34.95,USD
1967-09-01,34.95,USD
1967-10-01,34.95,USD
1967-11-01,34.95,USD
1967-12-01,34.95,USD
1968-01-01,35.5,USD
1968-02-01,36.0,USD
1968-03-01,37.0,USD
1968-04-01,37.86,USD
1968-05-01,40.7,USD
1968-06-01,41.14,USD
1968-07-01,39.46,USD
1968-08-01,39.19,USD
1968-09-01,40.18,USD
1968-10-01,39.21,USD
1968-11-01,39.78,USD
1968-12-01,41.08,USD
1969-01-01,42.3,USD
1969-02-01,42.6,USD
1969-03-01,43.16,USD
1969-04-01,43.31,USD
1969-05-01,43.46,USD
1969-06-01,41.44,USD
1969-07-01,41.76,USD
1969-08-01,41.09,USD
1969-09-01,40.87,USD
1969-10-01,40.44,USD
1969-11-01,37.4,USD
1969-12-01,35.17,USD
1970-01-01,34.94,USD
1970-02-01,34.99,USD
1970-03-01,35.09,USD
1970-04-01,35.62,USD
1970-05-01,35.95,USD
1970-06-01,35.42,USD
1970-07-01,35.32,USD
1970-08-01,35.38,USD
1970-09-01,36.19,USD
1970-10-01,37.52,USD
1970-11-01,37.44,USD
1970-12-01,37.44,USD
1971-01-01,37.88,USD
1971-02-01,38.74,USD
1971-03-01,38.87,USD
1971-04-01,39.01,USD
1971-05-01,40.52,USD
1971-06-01,40.1,USD
1971-07-01,40.95,USD
1971-08-01,42.71,USD
1971-09-01,42.03,USD
1971-10-01,42.5,USD
1971-11-01,42.86,USD
1971-12-01,43.48,USD
1972-01-01,45.75,USD
1972-02-01,48.26,USD
1972-03-01,48.33,USD
1972-04-01,49.03,USD
1972-05-01,54.62,USD
1972-06-01,62.09,USD
1972-07-01,65.66,USD
1972-08-01,67.03,USD
1972-09-01,65.46,USD
1972-10-01,64.86,USD
1972-11-01,62.91,USD
1972-12-01,63.91,USD
1973-01-01,65.14,USD
1973-02-01,74.2,USD
1973-03-01,84.37,USD
1973-04-01,90.5,USD
1973-05-01,101.96,USD
1973-06-01,120.12,USD
1973-07-01,120.17,USD
1973-08-01,106.76,USD
1973-09-01,102.97,USD
1973-10-01,100.08,USD
1973-11-01,94.92,USD
1973-12-01,106.72,USD
1974-01-01,129.19,USD
1974-02-01,150.13,USD
1974-03-01,168.42,USD
1974-04-01,172.24,USD
1974-05-01,163.27,USD
1974-06-01,154.1,USD
1974-07-01,142.98,USD
1974-08-01,154.64,USD
1974-09-01,151.75,USD
1974-10-01,158.78,USD
1974-11-01,181.66,USD
1974-12-01,183.78,USD
1975-01-01,176.27,USD
1975-02-01,179.6,USD
1975-03-01,178.16,USD
1975-04-01,169.84,USD
1975-05-01,167.39,USD
1975-06-01,164.24,USD
1975-07-01,165.17,USD
1975-08-01,163.0,USD
1975-09-01,144.17,USD
1975-10-01,142.79,USD
1975-11-01,142.42,USD
1975-12-01,139.3,USD
1976-01-01,131.05,USD
1976-02-01,131.06,USD
1976-03-01,132.76,USD
1976-04-01,127.94,USD
1976-05-01,126.92,USD
1976-06-01,125.71,USD
1976-07-01,117.73,USD
1976-08-01,109.93,USD
1976-09-01,114.15,USD
1976-10-01,116.15,USD
1976-11-01,130.46,USD
1976-12-01,133.93,USD
1977-01-01,132.26,USD
1977-02-01,136.24,USD
1977-03-01,148.23,USD
1977-04-01,149.17,USD
1977-05-01,146.61,USD
1977-06-01,140.78,USD
1977-07-01,143.39,USD
1977-08-01,144.94,USD
1977-09-01,149.53,USD
1977-10-01,158.95,USD
1977-11-01,162.1,USD
1977-12-01,160.45,USD
1978-01-01,173.18,USD
1978-02-01,178.14,USD
1978-03-01,183.61,USD
1978-04-01,175.28,USD
1978-05-01,176.31,USD
1978-06-01,183.75,USD
1978-07-01,188.73,USD
1978-08-01,206.3,USD
1978-09-01,212.08,USD
1978-10-01,227.44,USD
1978-11-01,206.2,USD
1978-12-01,207.85,USD
1979-01-01,227.28,USD
1979-02-01,245.67,USD
1979-03-01,242.05,USD
1979-04-01,239.11,USD
1979-05-01,257.59,USD
1979-06-01,279.07,USD
1979-07-01,294.74,USD
1979-08-01,300.82,USD
1979-09-01,354.95,USD
1979-10-01,391.66,USD
1979-11-01,391.99,USD
1979-12-01,455.08,USD
1980-01-01,675.31,USD
1980-02-01,665.32,USD
1980-03-01,553.58,USD
1980-04-01,517.41,USD
1980-05-01,513.8,USD
1980-06-01,600.72,USD
1980-07-01,643.27,USD
